_id,Fiscal Year,Fiscal Period,Month,Information Date,Branch,Service,SSC Client,Metric Name,Value,Metric Type
885,2022-2023,P03-Jun,June,2022-06-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
886,2022-2023,P03-Jun,June,2022-06-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
887,2022-2023,P03-Jun,June,2022-06-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
888,2022-2023,P03-Jun,June,2022-06-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),410,Non Cumulative
889,2022-2023,P03-Jun,June,2022-06-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
890,2022-2023,P03-Jun,June,2022-06-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
891,2022-2023,P03-Jun,June,2022-06-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),509,Non Cumulative
892,2022-2023,P03-Jun,June,2022-06-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
893,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
894,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
895,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
896,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
897,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12302,As at
898,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
899,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
900,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),530,Non Cumulative
901,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),647,Non Cumulative
902,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
903,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
904,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
905,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1231,Non Cumulative
906,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
907,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
908,2022-2023,P04-Jul,July,7/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),423,Non Cumulative
909,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
910,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
911,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
912,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),423,Non Cumulative
913,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
914,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
915,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12302,As at
916,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
917,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),682,Non Cumulative
918,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
919,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),649,Non Cumulative
920,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
921,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1232,Non Cumulative
922,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
923,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
924,2022-2023,P05-Aug,August,8/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
925,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
926,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
927,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),415,Non Cumulative
928,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
929,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
930,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
931,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),687,Non Cumulative
932,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
933,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
934,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1230,Non Cumulative
935,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
936,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
937,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
938,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
939,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),732,Non Cumulative
940,2022-2023,P06-Sep,September,9/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
941,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
942,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1234,Non Cumulative
943,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
944,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
945,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),416,Non Cumulative
946,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
947,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
948,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
949,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),693,Non Cumulative
950,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),774,Non Cumulative
951,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
952,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
953,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
954,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
955,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
956,2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
957,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
958,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),813,Non Cumulative
959,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),416,Non Cumulative
960,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
961,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
962,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
963,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
964,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
965,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
966,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1237,Non Cumulative
967,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),724,Non Cumulative
968,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
969,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
970,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
971,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
972,2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
973,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
974,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
975,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),724,Non Cumulative
976,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
977,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1219,Non Cumulative
978,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
979,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
980,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
981,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
982,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),815,Non Cumulative
983,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),442,Non Cumulative
984,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
985,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
986,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
987,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
988,2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
989,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
990,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),756,Non Cumulative
991,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1206,Non Cumulative
992,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
993,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
994,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
995,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
996,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
997,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),832,Non Cumulative
998,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
999,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1000,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
1001,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1002,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1003,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),456,Non Cumulative
1004,2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
1005,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
1006,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
1007,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1008,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1009,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
1010,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
1011,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),897,Non Cumulative
1012,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1013,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
1014,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),781,Non Cumulative
1015,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1207,Non Cumulative
1016,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
1017,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
1018,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),497,Non Cumulative
1019,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1020,2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
1021,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
1022,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1023,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
1024,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
1025,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1026,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1027,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
1028,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),514,Non Cumulative
1029,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),781,Non Cumulative
1030,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),927,Non Cumulative
1031,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1032,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
1033,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
1034,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
1035,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1216,Non Cumulative
1036,2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
1037,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),794,Non Cumulative
1038,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),857,Non Cumulative
1039,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1040,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),563,Non Cumulative
1041,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
1042,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1043,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
1044,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
1045,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
1046,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1206,Non Cumulative
1047,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
1048,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1049,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
1050,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
1051,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1052,2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
1053,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
1054,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1055,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
1056,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
1057,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
